,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
223,9/24/13 18:00,South Sioux City,NE,USA,Sphere,1.5 hours,The sphere is best described as a perfect pearl. ((NUFORC Note: Lens flare?? We await other reports. PD)),9/30/13,
224,9/18/13 20:45,Lincoln,NE,USA,Changing,It only lasted 1 minute o,Edge of something glowing orange and dripping molten metal with a right angle to an orange rectangle that quickly faded.,9/9/22,
225,9/6/13 02:00,Lincoln,NE,USA,Unknown,45 minutes,"Round bright white light, moving slowly and effortlessly to the west, hovered in one area for 45min left in opposite direction.",9/9/13,
226,9/5/13 02:00,Lincoln,NE,USA,Sphere,1 hour,Hovered in the sky with flashing lights.,9/9/13,
227,9/4/13 05:55,Bradshaw,NE,USA,Diamond,10 seconds,"Low flying, very large diamond shaped flashing yellow light moving extremely fast to the east.",9/9/13,
228,9/1/13 23:00,Ogallala,NE,USA,Light,10 minutes,"My husband,friend and I were at the sandy beach camping site and we saw a bright flying object. It was flying low and very bright. Afte",9/9/13,
229,8/5/13 22:00,Gering,NE,USA,Other,seconds,"I was sitting on my friends porch when I noticed a few small bright flashes of light, about the size of stars, out of the corner of my",8/30/13,
230,7/4/13 22:32,Lincoln,NE,USA,Other,4 minutes,I looked directly overhead and saw large asterix * shaped yellow large light move horizontally,7/5/13,
231,7/4/13 22:30,Gothenburg,NE,USA,Light,30 minutess,I am sure I was not the only person to notice these objects out of the thousand or so people watching the fireworks display.  I live,7/5/13,
232,7/4/13 22:00,North Platte,NE,USA,Orb,>1 hour,20+ reddish gold orbs floating from the south of community to the north.,7/5/13,
233,7/4/13 21:30,Lincoln,NE,USA,Circle,30 minutes,Small orange glowing circular objects floating during the fireworks show.,7/14/13,
234,7/4/13 21:15,North Platte,NE,USA,Circle,2 hours,"25 to 30 Large Bright Orange Round moving objects with no sound, going north.",7/5/13,
235,7/3/13 22:15,North Platte,NE,USA,Circle,5 minutes,A large bright orange glowing ball floating silently above the trees.,7/5/13,
236,6/30/13 22:35,Hershey,NE,USA,Rectangle,2 minutes,Fire ball/box.,7/3/13,
237,6/27/13 21:54,Gretna,NE,USA,Light,3 minutes,Orange objects appear over Gretna Nebraska,7/3/13,
238,6/26/13 04:00,Omaha,NE,USA,Light,20 seconds,A object at what i guess 30 thousand feet take a sharp turn then disappeared,7/3/13,
